고객ID,나이,소득,근속연수,복지비사용액,만족도점수,건강지수,지원인원,성별,결혼상태,고용형태,학력,복지등급,지역,장애여부,웰니스참여,보육지원,정신건강지원,기록일자
CUST100481,74.25718663330545,,61.47088843612463,160929.0796776255,124.43625917921732,119.90885660462813,44.146654836557886,남성,미혼,무직,전문학사,기본,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100482,49.512513403945945,5572356.0,45.13616747537805,100024.05501468167,73.10408673663434,87.54799692380092,29.44360210615441,남성,기혼,정규직,학사,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100483,,3020436.0,,,,,,남성,미혼,정규직,학사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100484,,3769621.0,,,,,,여성,이혼,정규직,고졸,표준,대전,없음,예,아니오,예,2025-09-18
CUST100485,34.49254938721135,4619108.0,21.413808737695177,38062.04684502209,76.48881942703304,63.14454093189216,11.470118061409254,남성,기혼,정규직,전문학사,프리미엄,부산,없음,예,아니오,아니오,2025-09-18
CUST100486,54.16905631828883,1797961.0,25.46618292141434,73300.0513733418,63.79783497016625,87.87462075389607,21.12349448112696,남성,미혼,비정규직,고졸,표준,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100487,,1387029.0,,,,,,남성,미혼,정규직,전문학사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100488,96.90051605286331,1669212.0,43.07320792828254,126878.08019953687,114.6589627367987,109.76825010014457,35.824196405861805,남성,기혼,정규직,고졸,표준,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100489,,5015100.0,,,,,,여성,기혼,비정규직,학사,프리미엄,기타,없음,예,아니오,아니오,2025-09-18
CUST100490,86.6751025536731,2837770.0,54.278392609561976,166151.06804868407,102.13872774411489,92.86856203337979,46.5647241859438,여성,기혼,정규직,석사,표준,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100491,116.60175201570625,6569839.0,63.6142818417696,209524.09058119287,132.8474873591313,131.2817873728411,57.46479261126446,여성,미혼,무직,학사,실버,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100492,79.97946752825077,2822902.0,43.729356280282055,138128.0661790444,113.17831329581485,79.08535040079859,37.890438615279855,남성,기혼,계약직,석사,가족형,인천,없음,예,아니오,예,2025-09-18
CUST100493,45.42810267096802,3721461.0,28.482562992053495,52344.06185080655,73.8554267830881,112.70528169453037,17.395199369159712,남성,사별,정규직,학사,프리미엄,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100494,80.69686394747069,5350531.0,22.232769764627424,75217.06019898722,89.81677619767531,69.05144271174241,22.658180387135015,여성,미혼,비정규직,학사,가족형,서울,없음,아니오,예,예,2025-09-18
CUST100495,113.161253336682,5907311.0,79.11514160109945,237065.08645625977,113.47402984454547,134.84497778482174,66.00047361949461,남성,,정규직,학사,표준,부산,없음,예,아니오,예,2025-09-18
CUST100496,,5973804.0,,,,,,여성,미혼,정규직,학사,표준,기타,없음,예,아니오,아니오,2025-09-18
CUST100497,,4950039.0,,,,,,남성,기혼,은퇴,학사,프리미엄,인천,없음,예,아니오,아니오,2025-09-18
CUST100498,43.2015347759746,4728875.0,22.925593430708854,44249.05790295261,72.76919095793322,103.54379111092419,14.175126787810557,여성,기혼,무직,고졸,프리미엄,울산,없음,예,아니오,아니오,2025-09-18
CUST100499,70.9073849755858,4211032.0,56.318769860924135,166954.0749750983,145.0504180662497,90.7693482779449,45.79224957837852,남성,미혼,정규직,석사,가족형,부산,없음,아니오,아니오,예,2025-09-18
CUST100500,63.98468001061025,4434033.0,20.543553786090346,39826.06134358366,61.283396198646024,109.6752954512424,10.968341087431089,남성,미혼,정규직,학사,프리미엄,대전,없음,예,아니오,아니오,2025-09-18
CUST100501,85.41685895995262,2838577.0,33.49338895566999,77816.06753303636,89.1249985697966,83.78448020714949,22.377045996189207,여성,미혼,정규직,전문학사,실버,부산,경증,예,아니오,아니오,2025-09-18
CUST100502,59.0983785239667,2518161.0,40.41454262392352,123975.06500257445,95.66584008825292,112.64998834496998,35.01302287034572,여성,미혼,정규직,학사,표준,인천,없음,아니오,아니오,예,2025-09-18
CUST100503,,3495950.0,,,,,,남성,미혼,정규직,고졸,프리미엄,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100504,61.149532884440184,3295778.0,29.358686894149624,98662.06798708605,119.2376607485714,97.1278405550314,27.08610707027776,여성,사별,정규직,전문학사,프리미엄,부산,경증,아니오,아니오,아니오,2025-09-18
CUST100505,54.571269688210684,2956126.0,21.575092512748142,67503.04645947488,75.42677288995694,55.67373332801361,19.531625145697884,여성,기혼,정규직,고졸,프리미엄,대구,없음,아니오,아니오,예,2025-09-18
CUST100506,51.46998268997488,4335664.0,39.20276213596747,63451.05677720253,82.34256052273935,71.89896984744631,17.43200873160066,남성,미혼,정규직,석사,표준,서울,없음,아니오,예,아니오,2025-09-18
CUST100507,75.54179907115325,4646366.0,59.3732316375939,161961.0809892881,125.51557196882509,125.75858032440858,44.4307013139696,남성,기혼,정규직,학사,프리미엄,광주,없음,예,아니오,아니오,2025-09-18
CUST100508,74.1483058406169,3606088.0,34.854924379317815,116893.06451021113,104.95352195152527,87.14090392538638,32.07434400879721,남성,기혼,은퇴,석사,가족형,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100509,69.02428974763568,5273036.0,39.815785623579195,134631.0675190608,110.93740433689678,100.13496498548233,38.93361527475498,남성,기혼,계약직,고졸,기본,인천,없음,아니오,아니오,예,2025-09-18
CUST100510,107.11266204371339,2129973.0,74.18618540632232,226000.076043593,118.47883465110795,91.86593324874104,63.96010876080788,여성,미혼,정규직,학사,표준,대전,없음,예,아니오,아니오,2025-09-18
CUST100511,,3267608.0,,,,,,남성,미혼,정규직,학사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100512,69.5422183418251,2639813.0,41.0506399569506,110996.07562995834,118.970874957329,112.11795147410172,30.470703675612953,남성,이혼,정규직,고졸,실버,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100513,48.26441009820767,1260156.0,22.98919834199027,62751.04298820372,64.84483036723951,57.11973246103812,17.22682475082559,남성,기혼,정규직,학사,표준,울산,없음,아니오,아니오,예,2025-09-18
CUST100514,46.784008708718545,3400783.0,17.88598756273518,42750.05346012046,73.06052354933252,88.28018578159387,11.761062241523614,여성,미혼,정규직,고졸,기본,기타,없음,예,아니오,아니오,2025-09-18
CUST100515,64.88833746948308,3353902.0,22.31840006008241,50433.053433595254,58.43607163214461,80.44243705101796,15.864115662420469,남성,기혼,계약직,고졸,표준,울산,없음,예,아니오,아니오,2025-09-18
CUST100516,,,,,,,,남성,기혼,정규직,학사,프리미엄,대구,없음,아니오,아니오,예,2025-09-18
CUST100517,,,,,,,,남성,미혼,비정규직,학사,기본,대구,경증,아니오,아니오,아니오,2025-09-18
CUST100518,74.39152258543099,2270975.0,38.15266456110599,114141.0637777554,100.01209126879807,83.87481560719957,31.319811603892294,여성,기혼,정규직,고졸,표준,대구,없음,예,아니오,아니오,2025-09-18
CUST100519,84.33140821525761,5724911.0,37.010341373503586,121217.06325297782,89.62230608155456,87.18687386487524,33.2568858905307,남성,이혼,무직,고졸,가족형,대구,경증,아니오,아니오,예,2025-09-18
CUST100520,32.09757835823639,4965240.0,18.654753831223406,40248.05000798429,68.28365997377912,91.47027167598297,13.071524541159354,여성,미혼,무직,전문학사,가족형,인천,없음,예,예,아니오,2025-09-18
CUST100521,62.10359765516562,4198517.0,35.841307747896835,51191.06005764379,81.3407302695744,69.63459741830901,16.07807935190378,남성,기혼,정규직,전문학사,기본,울산,없음,예,아니오,아니오,2025-09-18
CUST100522,47.72046164056025,3228219.0,22.335593270867875,49771.06136667251,80.95932058440832,109.58254392074724,13.691467101958077,남성,기혼,정규직,전문학사,실버,인천,없음,아니오,아니오,예,2025-09-18
CUST100523,97.00117459297941,2348672.0,56.30241495604767,178212.08370014184,133.79788464453776,113.59838217885896,50.88344767815127,여성,기혼,정규직,학사,프리미엄,부산,없음,예,아니오,아니오,2025-09-18
CUST100524,58.39539836196767,3053351.0,38.55711671144799,95955.05771939004,87.90584690994072,77.86756802294396,28.332915156738597,남성,미혼,정규직,학사,기본,대전,없음,예,아니오,아니오,2025-09-18
CUST100525,43.82490433940142,4806498.0,33.632093188141106,86557.06291996033,101.87332877381444,103.49100710373064,23.765549362306324,여성,미혼,비정규직,학사,기본,부산,없음,예,예,아니오,2025-09-18
CUST100526,,5761503.0,,,,,,여성,기혼,정규직,학사,기본,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100527,55.74158759449121,5351892.0,23.55995939845132,49915.04733722174,74.28585851466768,47.31856184840157,14.716475490933815,,미혼,정규직,학사,프리미엄,서울,없음,예,예,아니오,2025-09-18
CUST100528,74.99034433089936,2913380.0,48.065998231048646,109039.06441404982,96.43801373146326,72.84293050800096,31.922352161011986,여성,미혼,정규직,고졸,기본,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100529,,2156459.0,,,,,,남성,미혼,정규직,고졸,기본,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100530,103.2892546787469,,65.9016328932423,197491.08030189463,138.99101616458188,84.36937042886052,57.15849329882256,남성,미혼,무직,석사,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100531,51.67227714154761,1377872.0,32.827150169800106,107842.06657388672,97.31721608559137,126.14242481465712,30.597311973936225,여성,이혼,정규직,고졸,표준,기타,없음,예,예,아니오,2025-09-18
CUST100532,65.50376513446857,3887801.0,34.75707851611902,89056.06193136824,77.95275198192769,101.39614944688374,24.448754033244636,여성,미혼,비정규직,고졸,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100533,,3322876.0,,,,,,여성,이혼,정규직,고졸,프리미엄,서울,없음,예,아니오,아니오,2025-09-18
CUST100534,93.37532211713497,2940756.0,66.78557501854434,216017.0756273968,116.78723575744787,111.14399299441232,61.226192488045335,남성,미혼,정규직,학사,기본,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100535,98.58814377538164,1586356.0,64.43568180011283,205858.07967581387,131.44830896542695,104.08989760697386,57.44929721784198,남성,기혼,정규직,학사,가족형,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100536,97.07869959056237,4116320.0,80.88152893390046,240429.07694396022,136.46505756780286,87.86066274252453,66.91206121522717,여성,미혼,비정규직,박사,기본,광주,없음,예,아니오,아니오,2025-09-18
CUST100537,,2860758.0,,,,,,남성,기혼,정규직,석사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100538,56.30903993732873,2096099.0,2.6585032121864853,8239.057656455614,66.96176648334811,101.22623540975846,2.316281957815263,,기혼,정규직,학사,표준,서울,없음,예,아니오,예,2025-09-18
CUST100539,111.7922662567763,1000000.0,87.62937527295483,279360.1009644834,156.6804479146066,160.9917944386455,77.59666908301814,남성,미혼,정규직,전문학사,기본,대구,없음,예,아니오,아니오,2025-09-18
CUST100540,63.74145497295212,3466982.0,14.947242211681568,42666.040002432266,29.836190579216236,64.9531232241656,11.724174017918362,여성,기혼,정규직,전문학사,실버,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100541,67.0085774404031,5626701.0,41.615926188422584,141827.07442868804,127.28008188994532,115.67990510915465,39.911435534478876,남성,미혼,은퇴,고졸,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100542,50.366692725562494,5493511.0,7.416740404388862,8476.049616994771,60.61917979600997,76.18177571626514,2.372624773759856,여성,,정규직,고졸,기본,인천,없음,예,아니오,아니오,2025-09-18
CUST100543,82.44512450318854,2951484.0,29.341575536623413,85184.07093152669,101.11176719271094,96.86822945332655,24.398332812707498,,,정규직,고졸,가족형,인천,없음,예,아니오,예,2025-09-18
CUST100544,35.70756643444545,2777345.0,36.85042466970813,64321.051405810824,94.66830590717586,54.90795601234111,19.66430682273448,여성,기혼,정규직,고졸,표준,서울,없음,예,아니오,아니오,2025-09-18
CUST100545,98.18404605101856,4062529.0,78.29369357647698,240791.08271942224,156.06321653236262,90.85283859789322,68.01723464831927,여성,이혼,무직,전문학사,프리미엄,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100546,77.94635931667277,2301937.0,32.6245759260961,108848.07198387056,104.39216711227485,112.69450894334473,29.879156108603805,남성,미혼,정규직,전문학사,표준,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100547,62.23957890383966,3862150.0,27.81920326410198,84502.04891200304,82.41063448707293,49.89287295788122,25.188469565134493,여성,미혼,계약직,박사,프리미엄,기타,없음,예,아니오,예,2025-09-18
CUST100548,78.37178907330646,4419296.0,45.38999927674444,117716.0635392625,79.68125299652438,90.83882301584637,35.297007273511284,남성,미혼,무직,학사,기본,부산,없음,예,예,아니오,2025-09-18
CUST100549,34.668311519718245,4972319.0,17.110897894882818,2289.046616516958,67.44592851810525,58.984853014991145,0.6748452692740745,남성,기혼,정규직,박사,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100550,56.46954722145208,3379815.0,16.174491909128243,48929.04568442209,55.823450013129,68.57353052442042,14.444839409623462,여성,기혼,정규직,전문학사,표준,부산,없음,아니오,아니오,예,2025-09-18
CUST100551,55.318978694607,3255591.0,19.631194330471942,55622.05596445751,77.63246573868058,84.19978431384779,19.28726253329809,남성,미혼,정규직,학사,기본,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100552,92.09704530188898,2446420.0,53.636323911840925,131264.07217402683,103.0364226068306,84.62843688382672,37.01628156044489,남성,기혼,계약직,전문학사,프리미엄,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100553,,2507743.0,,,,,,남성,미혼,정규직,고졸,표준,서울,없음,예,아니오,아니오,2025-09-18
CUST100554,72.6390880443957,3228225.0,29.921324537763848,96827.06509382943,98.74565472165413,90.9826330478137,28.579999665735166,남성,미혼,정규직,고졸,표준,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100555,58.56838303451688,3940838.0,31.546984781290384,78333.06845144351,89.66501863278351,119.00199749292888,23.51883229195149,여성,기혼,비정규직,석사,기본,부산,없음,예,아니오,아니오,2025-09-18
CUST100556,50.11456150941509,4596301.0,22.15363092792698,51262.04853512619,80.94842727103993,52.54440959967996,16.086321899038072,남성,기혼,정규직,박사,프리미엄,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100557,50.91466586799496,2536185.0,21.801919029792405,54184.04603812895,50.24207677408455,78.64382921997894,15.88363901837594,여성,기혼,정규직,고졸,프리미엄,부산,없음,예,아니오,예,2025-09-18
CUST100558,67.40220062884758,5291226.0,30.274244312358373,77775.05910599121,73.6095511114162,91.6646337257303,21.357116044605096,여성,미혼,정규직,고졸,표준,대전,없음,아니오,아니오,예,2025-09-18
CUST100559,39.29631738981658,3174651.0,14.095827600966004,11843.051753036963,84.82243289433964,63.30153250209873,4.296374273608417,남성,기혼,정규직,학사,표준,울산,없음,아니오,아니오,예,2025-09-18
CUST100560,84.82425099675547,3474359.0,43.084134688855606,144838.06948895802,123.18818800100291,76.01354041370251,43.73031453853452,남성,미혼,정규직,고졸,기본,울산,없음,아니오,아니오,예,2025-09-18
CUST100561,,2603345.0,,,,,,여성,미혼,정규직,전문학사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100562,70.62487545011768,1000000.0,21.136183149486914,67663.05940636095,78.0823874814609,87.51763600430202,20.58858025163764,남성,기혼,무직,고졸,기본,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100563,102.58544353602589,4560854.0,75.70276290403719,234967.084438844,151.49596666600522,99.14270129635172,65.4246369112603,남성,기혼,정규직,학사,표준,대구,없음,아니오,예,예,2025-09-18
CUST100564,,4384212.0,,,,,,남성,미혼,무직,전문학사,표준,인천,없음,아니오,아니오,예,2025-09-18
CUST100565,44.993528829882294,3162406.0,12.472459922720253,28924.05858718945,78.13661499374815,102.6343545743203,9.980155781845951,여성,미혼,비정규직,전문학사,가족형,울산,경증,아니오,아니오,아니오,2025-09-18
CUST100566,18.479979264031606,3580388.0,1.5110081565977886,1585.0462665101804,94.04860305855546,64.71201890502894,0.48263871007673886,여성,기혼,정규직,고졸,표준,대구,없음,예,아니오,예,2025-09-18
CUST100567,,4119127.0,,,,,,남성,미혼,계약직,학사,프리미엄,인천,중증,아니오,아니오,아니오,2025-09-18
CUST100568,,,,,,,,남성,기혼,정규직,박사,표준,부산,없음,아니오,아니오,예,2025-09-18
CUST100569,63.75366059173978,2865136.0,33.13927523529603,97262.0584922285,95.85699003901361,71.08615602680933,30.691535236318074,여성,기혼,은퇴,전문학사,가족형,기타,없음,아니오,아니오,아니오,2025-09-18
CUST100570,81.39172338776507,4453117.0,47.92362592506169,143191.0864315515,138.45693569287687,130.81823108651952,39.297480046689664,여성,미혼,무직,석사,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100571,105.77179989798684,1994852.0,47.569383647075384,159175.0843358483,121.6691943501284,121.08865479233907,44.67201142863981,여성,기혼,정규직,석사,표준,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100572,61.32756790109093,3852269.0,21.800394273553167,59308.05464811103,88.32203378267079,62.79585396643431,17.296280262514045,여성,기혼,정규직,석사,가족형,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100573,60.1256222698045,1872101.0,28.079802820047114,76778.05477641219,84.83329559150405,71.62348724308427,21.079930752710258,남성,미혼,정규직,석사,기본,광주,없음,예,아니오,아니오,2025-09-18
CUST100574,81.64207012023263,,51.556807559648256,111387.07273675397,110.17574357719047,82.61703500750433,31.574159121735857,여성,기혼,정규직,학사,기본,대구,없음,예,예,예,2025-09-18
CUST100575,,3457230.0,,,,,,남성,미혼,정규직,석사,기본,기타,없음,예,아니오,아니오,2025-09-18
CUST100576,70.56280615724798,1561841.0,41.43704744555212,96554.0636373749,81.97497148628439,93.11500476038059,27.503158037035984,남성,기혼,정규직,고졸,프리미엄,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100577,,4897687.0,,,,,,여성,,비정규직,학사,기본,기타,없음,예,아니오,아니오,2025-09-18
CUST100578,55.845937648373614,2618490.0,41.12790899801827,115777.0633619756,100.95236398209697,98.36690908838744,32.7665992054758,남성,기혼,정규직,박사,가족형,대전,없음,예,아니오,아니오,2025-09-18
CUST100579,,2527697.0,,,,,,기타,미혼,무직,학사,표준,서울,없음,예,아니오,아니오,2025-09-18
CUST100580,74.25127362468433,3740683.0,37.82716652985675,102691.06723116802,86.43211970526089,106.50104041101568,29.187533440727858,남성,미혼,계약직,박사,기본,대구,없음,아니오,예,아니오,2025-09-18
CUST100581,46.468415419576935,4878364.0,17.933431324553933,34312.05496902234,75.28638987633352,86.63914558196005,10.45184847474631,여성,기혼,정규직,학사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100582,62.43655069674634,,19.939692611674218,48793.05164703468,69.6890578206019,64.14722875089463,16.413253229483715,여성,미혼,무직,석사,기본,부산,없음,예,예,아니오,2025-09-18
CUST100583,76.65555908748892,3574015.0,20.221370724669196,27727.059270672922,63.31870009856759,78.25157668368475,7.653612961212661,남성,미혼,정규직,학사,표준,인천,없음,아니오,아니오,예,2025-09-18
CUST100584,91.17267329755853,4014579.0,61.463121036083706,171562.08022980488,124.00394811116747,108.08653004565846,48.05878655728958,여성,미혼,정규직,학사,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100585,49.06500186412505,4331726.0,8.27335924584843,18271.05684551525,71.664433645181,96.15520089998445,8.06128171386183,남성,미혼,정규직,학사,표준,인천,없음,예,예,아니오,2025-09-18
CUST100586,56.44616255476339,3711729.0,22.260930762331963,74325.0481725879,72.56866523332754,64.4249650448336,23.400748411959736,여성,기혼,정규직,석사,기본,부산,없음,아니오,아니오,예,2025-09-18
CUST100587,48.084928943195955,3059566.0,23.098009961708975,62023.06193002718,116.75355780900925,77.3562347705741,17.04751887079644,남성,,정규직,석사,프리미엄,대구,없음,아니오,아니오,예,2025-09-18
CUST100588,67.704420086064,2506891.0,19.702152766455185,60695.05239224383,71.49836102274921,68.22850853047893,17.67370515006122,여성,미혼,무직,석사,프리미엄,대전,없음,예,예,예,2025-09-18
CUST100589,48.934412972344056,3603372.0,24.69749747602354,65121.06089911138,105.99074161051773,81.60441780721992,19.893963410412905,남성,기혼,은퇴,학사,프리미엄,광주,없음,예,아니오,아니오,2025-09-18
CUST100590,109.46264134838327,2213433.0,83.65008736612663,245443.08619046447,116.13184605449439,134.0731581802524,68.29403177960876,남성,기혼,비정규직,전문학사,프리미엄,서울,없음,아니오,아니오,아니오,2025-09-18
CUST100591,39.011199048090965,1000000.0,6.896002212192604,10823.046834765257,81.74336099589343,55.951560334615785,3.0126774947204518,남성,기혼,계약직,고졸,기본,광주,없음,아니오,예,예,2025-09-18
CUST100592,101.9381166802797,4023871.0,63.98948712663642,199855.07913549067,122.13177432959532,106.83561988880678,54.80520021443164,남성,미혼,정규직,석사,가족형,기타,없음,예,예,아니오,2025-09-18
CUST100593,65.18279613774968,4584721.0,26.62398066157608,69676.06271990211,81.42745364074636,99.30539110322505,20.14308752646916,여성,기혼,정규직,학사,표준,울산,없음,아니오,아니오,아니오,2025-09-18
CUST100594,95.81615121317265,1000000.0,54.49370633676332,152045.08401289236,116.04783248464152,126.26105061487344,41.71899916138929,여성,기혼,계약직,전문학사,기본,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100595,59.379122085191824,,31.02406328291358,88591.06312372701,96.82346941428713,95.38571365875345,25.322762911951465,,기혼,정규직,고졸,프리미엄,광주,없음,아니오,아니오,예,2025-09-18
CUST100596,46.45006096442263,4242985.0,11.956813251392328,30632.047735107655,68.08890928771486,69.94519494092883,9.437055473085152,남성,기혼,정규직,석사,가족형,광주,없음,예,아니오,아니오,2025-09-18
CUST100597,88.48407898983818,5968994.0,69.0398574358169,212769.0750369053,116.51089765593021,112.35682362416996,58.33657425326079,여성,미혼,정규직,석사,프리미엄,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100598,88.54658722881564,3524952.0,67.65242303492614,191147.07517780285,99.98579829130728,121.2205019365201,52.41594107786734,남성,기혼,정규직,석사,기본,광주,경증,예,아니오,아니오,2025-09-18
CUST100599,55.077895106260435,2626396.0,13.123391539093012,32893.05656567601,85.5027507305345,77.09925859377879,10.065493620401778,여성,기혼,정규직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100600,86.18471390372633,3280524.0,40.67241871751901,127985.0592137589,87.74354740625888,66.32637658928856,38.105035830468346,기타,이혼,비정규직,전문학사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100601,43.98796840816769,5149851.0,23.917372656617495,50761.05667281539,85.82014401687402,87.6227117080175,13.957767557560238,남성,미혼,정규직,전문학사,가족형,부산,없음,아니오,예,아니오,2025-09-18
CUST100602,,2724842.0,,,,,,남성,기혼,정규직,고졸,기본,기타,없음,아니오,아니오,예,2025-09-18
CUST100603,69.70499076054335,2540969.0,12.50988575377159,42492.052575423084,86.58661971584728,49.82581120774361,11.690485619633307,,,정규직,석사,프리미엄,인천,없음,아니오,아니오,예,2025-09-18
CUST100604,102.20654963242117,2920707.0,62.43349958964731,204506.07121472716,116.37937187226069,84.55924507840034,56.0707331606946,여성,기혼,정규직,고졸,표준,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100605,106.5184520935783,2356005.0,50.141475334922355,154624.08170087833,127.33791218609596,98.58953491116806,42.423481257334686,여성,기혼,무직,학사,프리미엄,울산,없음,아니오,아니오,예,2025-09-18
CUST100606,,3647204.0,,,,,,,기혼,정규직,학사,가족형,울산,없음,예,아니오,예,2025-09-18
CUST100607,83.37983042655617,5449614.0,64.71129718843204,205154.06189506128,107.34700298873273,72.80979781028152,58.237588887150984,남성,미혼,정규직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100608,69.85865994533884,,63.30149733249202,181358.07055225308,116.63723298218127,102.44998737501895,51.73046305336028,여성,기혼,정규직,석사,표준,기타,없음,예,아니오,예,2025-09-18
CUST100609,70.73102927604309,3197175.0,24.83406020664737,42552.06201726944,92.31063355949401,66.54558433585579,11.715967410724259,여성,미혼,정규직,고졸,프리미엄,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100610,114.69113288016173,3149826.0,78.87657682731609,238997.08649576252,126.39148266692122,120.21597147986722,66.5298177178118,남성,기혼,정규직,학사,표준,대구,경증,아니오,예,아니오,2025-09-18
CUST100611,,1624171.0,,,,,,여성,미혼,정규직,고졸,프리미엄,부산,없음,아니오,아니오,아니오,2025-09-18
CUST100612,,4559731.0,,,,,,남성,기혼,은퇴,고졸,표준,인천,없음,예,아니오,예,2025-09-18
CUST100613,,3406595.0,,,,,,남성,기혼,비정규직,학사,기본,대구,없음,아니오,아니오,예,2025-09-18
CUST100614,84.75374759105048,3283424.0,23.58070254730093,49942.05940974058,69.80675561966297,68.13224188303603,15.736232072167496,여성,미혼,정규직,고졸,프리미엄,대구,없음,아니오,아니오,예,2025-09-18
CUST100615,63.585912757084195,7331729.0,31.10793348028275,74780.06414467406,102.49923676568298,82.04617371085395,20.54252722714603,남성,미혼,정규직,석사,기본,서울,없음,예,아니오,예,2025-09-18
CUST100616,71.838382596467,3858503.0,32.849526490486554,104813.07036228142,99.50389169021925,115.91534465772024,28.772438184306424,여성,사별,정규직,학사,가족형,광주,없음,아니오,예,예,2025-09-18
CUST100617,58.48399092807196,45367740.0,15.395044559809532,30735.056133790808,65.62586924343721,89.67382901884157,9.473742051562077,여성,미혼,정규직,고졸,표준,대구,경증,아니오,아니오,아니오,2025-09-18
CUST100618,59.206148173451254,2988370.0,21.23530329704959,44315.05044971634,78.07815640502153,50.66497204068957,14.186191770287587,남성,미혼,비정규직,고졸,프리미엄,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100619,110.63363238633471,4878134.0,83.87282588715675,242475.0738375137,91.32590300550531,106.24955931910482,68.46817122003482,여성,미혼,무직,학사,표준,대전,없음,아니오,아니오,아니오,2025-09-18
CUST100620,79.64120905970326,3635924.0,59.95652763342899,173279.07446514248,130.45925309208474,92.89995717108164,48.52309749753488,여성,이혼,정규직,석사,표준,인천,없음,아니오,아니오,아니오,2025-09-18
CUST100621,100.70143718200369,1774066.0,66.77850136789475,195347.08016335015,122.1173497504081,104.44576394713927,55.57114948704348,남성,이혼,무직,학사,표준,대구,없음,아니오,아니오,아니오,2025-09-18
CUST100622,85.9420162954144,4603074.0,29.651431882977356,79776.0553265928,57.44979073956899,73.65003997613977,22.901040621902695,남성,기혼,정규직,학사,프리미엄,기타,경증,예,아니오,아니오,2025-09-18
CUST100623,87.45863608797612,2698227.0,44.30779634538007,107107.06629194133,79.0238354305411,91.57304944104507,29.395867496794843,남성,기혼,정규직,석사,표준,울산,없음,예,아니오,예,2025-09-18
CUST100624,96.75620608373653,5747957.0,45.87878528610601,130006.07709881313,100.80295209931568,109.72276984803038,37.67691273888409,남성,미혼,정규직,학사,가족형,인천,경증,아니오,아니오,아니오,2025-09-18
CUST100625,101.00388300007079,4796057.0,71.60631240977035,240134.08260035515,117.09662324047746,139.38294666865968,66.83712653535217,남성,이혼,정규직,전문학사,표준,광주,없음,아니오,아니오,아니오,2025-09-18
CUST100626,35.185077695252325,2963213.0,18.493537375557008,18713.052755106266,88.97455993541799,63.665517688377115,8.177764674912098,남성,미혼,무직,학사,프리미엄,울산,없음,예,아니오,예,2025-09-18
CUST100627,54.95825413795649,5037219.0,25.347393551977756,54325.05245079462,92.97494469703669,48.790520853402576,15.9294200971536,남성,미혼,정규직,학사,프리미엄,대전,없음,예,아니오,아니오,2025-09-18
CUST100628,69.52355965929166,3581426.0,32.95630570879689,100062.06101471966,104.41215276254307,70.56657142693153,28.461878361619718,여성,미혼,정규직,학사,기본,기타,없음,아니오,아니오,아니오,2025-09-18
